,name,street_address,city,state,latitude,longitude,store_id
199,Holdenville Store,500 East Highway 270,Holdenville,OK,35.088093,-96.381422,f281ee96-43aa-4d77-bff0-4b5c00c65b7f
200,Hillsboro Supercenter,401 Coke Ave,Hillsboro,TX,32.004274,-97.099919,43075063-7905-4679-bff8-85726319e967
201,Litchfield Supercenter,1205 W Ferdon St,Litchfield,IL,39.185505,-89.668379,21675a24-6db4-45bd-a163-18fa0610e1b1
202,Jasper Supercenter,800 W Gibson St,Jasper,TX,30.908235,-94.015462,96a18026-5762-45ce-aa90-34bcc7099c95
203,Norman Supercenter,333 N Interstate Dr,Norman,OK,35.221587,-97.481153,029e7e2c-b85f-467e-827b-14574880dc6c
204,Selmer Supercenter,1017 Mulberry Ave,Selmer,TN,35.1396272,-88.5742543,5e9f36b4-fdeb-40ff-9c39-89c453f47545
205,Lewisville Supercenter,801 W Main St,Lewisville,TX,33.047228,-97.013954,c5ebbc14-dfef-48ae-9b34-6065dd810fb3
206,Sedalia Supercenter,3201 W Broadway Blvd,Sedalia,MO,38.706715,-93.270907,20bffadd-12d6-405b-9a91-9a1eda715ca1
207,Marion Supercenter,2802 Outer Road Drive,Marion,IL,37.748171,-88.971464,31a5a3a0-da88-421a-8a4a-ce474a551def
208,Yukon Supercenter,1200 Garth Brooks Blvd,Yukon,OK,35.490376,-97.763836,71a85a77-0f91-4c85-8385-99247f79ae52
209,Mount Vernon Supercenter,110 Davidson Rd,Mount Vernon,IL,38.309085,-88.958411,cc0607fc-b930-42db-b796-2aaa4acb8ee9
210,Burleson Supercenter,951 Sw Wilshire Blvd,Burleson,TX,32.527749,-97.337823,4849e5da-acf6-4479-ad1c-f8816dab0080
211,Sparta Supercenter,1410 N Market St,Sparta,IL,38.1414384,-89.7017327,aeaca676-4fce-4128-a0f1-de15ba2a860e
212,Sulphur Supercenter,2705 W Broadway Ave,Sulphur,OK,34.5038374,-97.0041868,4c1e3e00-ddd7-4e88-be47-d169dbfad404
213,Atlanta Supercenter,201 Loop 59,Atlanta,TX,33.115504,-94.184857,13e74bf2-cda2-4355-b95f-f0036f26278b
214,El Reno Supercenter,2400 S Country Club Rd,El Reno,OK,35.511165,-97.976009,d9420fb8-d0ba-4b75-accd-5eddb463cec1
215,Trumann Supercenter,512 Industrial Park Dr,Trumann,AR,35.681492,-90.549868,13706bf7-01eb-4ff8-b5c3-f46db773ff24
216,Cleburne Supercenter,1616 W Henderson St,Cleburne,TX,32.341355,-97.41514,a991a48b-a1a0-46ae-a7f9-13821013ac1c
217,Ada Supercenter,1419 N Country Club Rd,Ada,OK,34.789127,-96.65614,7db110be-0a4b-491f-b391-048c40e8ae82
218,Paris Store,1501 E Walnut St,Paris,AR,35.293369,-93.716195,72080fbd-c9f5-4ce1-acaa-f102adcfbcd5
219,Anna Supercenter,300 Leigh Ave,Anna,IL,37.461908,-89.222998,9aeb2a88-7481-4a91-b143-6d999ccb46eb
220,Atoka Store,1983 S Mississippi Ave,Atoka,OK,34.3662191,-96.1426364,21ca8fde-7cd0-46f3-bc7f-562dbb0125cc
221,Kansas City Supercenter,8301 N Church Rd,Kansas City,MO,39.243164,-94.459216,723a12c4-a226-47ff-8712-13fd226743aa
222,Pulaski Supercenter,1655 W College St,Pulaski,TN,35.201555,-87.060372,66da92a0-f1e4-41ff-8557-e6cbbc685ed4
223,Commerce Supercenter,2701 State Highway 50,Commerce,TX,33.234935,-95.914764,2b513679-5578-45a7-b562-099e2b8de407
224,Rogers Gas Station,4206 S Pleasant Crossing Blvd,Rogers,AR,36.280919,-94.151696,4e135d88-2d09-483b-a4b8-d7ffb3942a89
225,Kosciusko Supercenter,220 Veterans Memorial Dr,Kosciusko,MS,33.0549039,-89.5669509,a0a8fc98-3835-42fc-87bb-91eb2e575c3e
226,Crockett Supercenter,1225 E Loop 304,Crockett,TX,31.320306,-95.434461,a5ef8dce-3f6e-4e61-bed5-6fbbb71bfd91
227,Harrisburg Supercenter,710 S Commercial St,Harrisburg,IL,37.7282525,-88.532915,9f7b92c1-dab5-4d1c-b45a-0bb372c8bff7
228,Paola Supercenter,310 Hedge Ln,Paola,KS,38.573605,-94.857295,9d13f3d8-7641-4207-a397-005e6ec65f83
229,Winnfield Supercenter,5940 Highway 167 N,Winnfield,LA,31.950346,-92.656886,d93b4131-821e-49be-9f87-012570919f3c
230,Wentzville Supercenter,1971 Wentzville Pkwy,Wentzville,MO,38.814137,-90.879016,a8ae06ce-7bf6-4f9a-94eb-a13ff4b10e0e
231,Crowley Gas Station,1301 E. Fm 1187,Crowley,TX,32.576633,-97.336527,7b795cf0-3470-4b26-b5c1-ca5f303c59d1
232,Henryetta Store,605 E Main St,Henryetta,OK,35.438882,-95.974421,e1b21637-f9e4-4929-a5b8-276744d2954d
233,Cleveland Supercenter,831 Highway 59 S,Cleveland,TX,30.333624,-95.098051,04241374-ad5e-40ab-801b-422d75879f5c
234,Mexia Supercenter,1406 E Milam St,Mexia,TX,31.683347,-96.456538,a41fd319-b2b2-42c9-9184-0484f33fd3ab
235,Warsaw Supercenter,103 W Polk St,Warsaw,MO,38.26173,-93.3713094,737c4bc5-ecd7-4b46-b1a2-b18c0fdb17f7
236,Skiatook Supercenter,700 W Rogers Blvd,Skiatook,OK,36.370696,-96.01132,9b339164-3f0a-4c8b-8d73-8bed12450f1e
237,Mineola Supercenter,135 Ne Loop 564,Mineola,TX,32.689696,-95.481768,1dad25c7-ce89-4731-8869-9a1b84170f0c
238,Du Quoin Supercenter,215 E Grantway St,Du Quoin,IL,37.997658,-89.238137,9081a190-ae74-4ea2-8930-11de1989672e
239,Jerseyville Supercenter,1316 S State St,Jerseyville,IL,39.103491,-90.318482,4d694e87-508a-4955-8fb1-d5539acba7c8
240,Olney Supercenter,1001 North West,Olney,IL,38.749971,-88.097805,7411de17-5922-4785-ad00-ab8276c42ae8
241,Tupelo Supercenter,3929 N Gloster St,Tupelo,MS,34.308824,-88.709889,e3a7c29b-74be-4ce0-b44f-1e0147ee7d66
242,Rockwall Supercenter,782 E Interstate 30,Rockwall,TX,32.902041,-96.461769,2c300f5e-42cf-41c2-b31f-9657b5493cf9
243,Morganfield Supercenter,901 Us Highway 60 E,Morganfield,KY,37.688625,-87.900008,57f4b143-fa75-4b47-a95a-ad82c59e03cd
244,Waxahachie Supercenter,1200 N Highway 77,Waxahachie,TX,32.416996,-96.837937,62bd711f-6968-4f69-9279-3da8849e0ebe
245,Hot Springs Supercenter,4019 Central Ave,Hot Springs,AR,34.454531,-93.060534,53e9078e-c55e-4087-b6df-5e7ef7257098
246,Glen Carbon Supercenter,400 Junction Dr,Glen Carbon,IL,38.7753749,-89.952569,4b049982-1351-44eb-8a60-cbeb9654ad59
247,Benton Supercenter,919 Giacone Dr,Benton,IL,38.000853,-88.93678,e82bdcce-7089-4cbb-889e-b480400c3a8c
248,Terrell Supercenter,1900 W Moore Ave,Terrell,TX,32.739723,-96.306024,706aba17-b50d-4eaa-a03f-bca7a2ee8c5c
249,Grapevine Supercenter,1601 W State Highway 114,Grapevine,TX,32.930782,-97.1017,bff6aaf6-7454-465a-9978-652daf2dbd1a
250,Savannah Supercenter,175 Ji Bell Ln,Savannah,TN,35.2239804,-88.2147838,53cf5ac5-776a-4533-8cb6-b54006139272
251,Dickson Supercenter,175 Beasley Dr,Dickson,TN,36.0599933,-87.3812037,a6b50a01-07ee-48b1-809f-beffd8969a97
252,Bowie Supercenter,1341 Highway 287 N,Bowie,TX,33.540549,-97.837408,30542cf4-bbd1-4de9-8e46-460417ab0825
253,Lawton Supercenter,1002 Nw Sheridan Rd,Lawton,OK,34.618772,-98.42438,0fb36ac7-5260-447e-84eb-32b75646ef4d
254,Franklin Supercenter,3600 Mallory Ln,Franklin,TN,35.93902,-86.819155,3bb537ea-4e00-4dad-a2af-0c136e40118a
255,Fulton Supercenter,100 Interchange Dr,Fulton,MS,34.2420797,-88.3972337,59d4d11b-25df-4ba1-8a76-3b971c239c78
256,Webb City Supercenter,1212 S Madison St,Webb City,MO,37.133514,-94.478384,cedf7419-67bb-4765-9671-d8137a4034a2
257,Iuka Store,1110 Battleground Dr,Iuka,MS,34.80428,-88.20453,67bf5d6f-9159-4488-898b-7037e7693a8a
258,Livingston Supercenter,1620 W Church St,Livingston,TX,30.716174,-94.954755,8e7a9e31-2937-4c6e-9cd5-4304286d168b
259,Stigler Supercenter,1312 E Main St,Stigler,OK,35.2523274,-95.1084185,7dbd795f-26f3-4918-8b3b-561795d8c20b
260,Shreveport Supercenter,1645 E Bert Kouns Industrial Loop,Shreveport,LA,32.42845,-93.712166,a42c14f1-f4b1-4bab-ab8f-7afedd6f0402
261,Heber Spgs Supercenter,1500 Hwy 25b,Heber Spgs,AR,35.507388,-92.032234,76e3c8f0-75d2-4c24-91d1-5002257ff9ff
262,De Queen Supercenter,926 E Collin Raye Dr,De Queen,AR,34.043471,-94.319058,147702fb-ee31-48dc-84b7-a97a93afe112
263,Moore Supercenter,501 Sw 19th St,Moore,OK,35.322508,-97.493008,c6744904-2aba-4b3d-94c0-b4ae23f47568
264,Rockdale Supercenter,709 W Us Highway 79,Rockdale,TX,30.642342,-97.03214,ed7570c6-0cba-4301-9868-21ea0adf4025
265,Franklin Supercenter,1550 Nashville Rd,Franklin,KY,36.694977,-86.573045,0657d05d-f92a-4ac9-8003-dfaf7f0b3aaf
266,Bridge City Store,795 Texas Ave,Bridge City,TX,30.024796,-93.844527,9a543be4-7350-44cf-a032-fc62e6446a37
267,Mansfield Supercenter,930 N Walnut Creek Dr Ste 800,Mansfield,TX,32.576044,-97.130022,3d60b4dc-3982-4485-b985-44cdd55a1ece
268,Huntsville Supercenter,141 Interstate 45 S,Huntsville,TX,30.713817,-95.570575,db789eaa-ed55-41a9-8207-b13454b00c25
269,Jasper Supercenter,1801 Highway 78 E,Jasper,AL,33.8429292,-87.254431,78844b24-6aea-4343-81a2-459d95a5b427
270,Mcgehee Store,Us 65 South,Mcgehee,AR,33.604067,-91.381208,8b591d0c-aa9d-4a45-ab1e-542baa5c5fe6
271,Woodville Supercenter,115 Cobb Mill Rd,Woodville,TX,30.763779,-94.419491,cf4c828c-426d-4aae-b6ef-7804fa77785d
272,Gonzales Supercenter,1114 E. Sarah Dewitt Drive,Gonzales,TX,29.5164259,-97.4491852,03bb32e5-8949-4432-a5f2-993e46d861a9
273,Ennis Supercenter,700 E Ennis Ave,Ennis,TX,32.333377,-96.620823,5b6dfaac-8ced-4ee9-9c4d-1f309f48a350
274,Lockhart Supercenter,1904 S Colorado St,Lockhart,TX,29.85698,-97.665477,1c28e6ac-13be-43e6-b903-29a1a3a9594b
275,Navasota Store,1712 E Washington Ave,Navasota,TX,30.394988,-96.071724,81b17d80-53ca-409a-ad4c-6b4b46f61fc0
276,Dardanelle Supercenter,1172 N. State Hwy 7,Dardanelle,AR,35.2179,-93.166461,a19d85fe-089f-4c28-ae2b-aa699d5751e2
277,Central City Supercenter,1725 West Everely Br,Central City,KY,37.271457,-87.144458,ab442fb8-fe38-48a5-80f3-a8d0a6ab5a19
278,Eureka Supercenter,131 Erka Twn Cntr Dr,Eureka,MO,38.50661,-90.656737,29bc89bb-24d9-4340-8d91-033631721c0e
279,Porter Supercenter,23561 Us Hwy 59,Porter,TX,30.106968,-95.233615,f6103909-0200-49ad-9a18-7ca3bd0d17c0
280,Boaz Supercenter,1972 Hwy 431,Boaz,AL,34.214766,-86.153387,d982dc9b-ed0e-4e61-a6a4-75d6d0738366
281,Bowling Green Supercenter,150 Walton Ave,Bowling Green,KY,36.948807,-86.433446,8ca753d7-c062-43a6-a753-3ee41b12ab3e
282,Murphysboro Supercenter,6495 Country Club Rd,Murphysboro,IL,37.759516,-89.28315,a6a4e266-1f2a-42ae-ba51-9a9a4d070033
283,Gadsden Supercenter,340 E Meighan Blvd,Gadsden,AL,34.012769,-85.987031,ff6de273-34e7-4820-b59b-9e3c59da9f50
284,Springfield Supercenter,3360 Tom Austin Hwy,Springfield,TN,36.483717,-86.888493,b00d4b38-0711-4057-a245-ca0849f48674
285,Holly Springs Supercenter,950 Mackie Dr,Holly Springs,MS,34.7466316,-89.459003,4d8006a6-9622-4556-aa5a-c0c5b61d6084
286,Arab Supercenter,1450 No. Brindlee Mt,Arab,AL,34.341887,-86.500136,5ab1cd16-14f6-422f-b926-05652553187d
287,West Monroe Supercenter,1025 Glenwood Dr,West Monroe,LA,32.508119,-92.154337,e3341301-dc48-4b9e-bce7-ac84ea2080a4
288,Carthage Supercenter,905 Highway 16 W,Carthage,MS,32.7258051,-89.5474174,ea4d241e-e5c6-43ac-8648-68e36cdeabd4
289,Abbeville Supercenter,3005 Charity Street,Abbeville,LA,29.972971,-92.095051,030c0c40-8866-4111-a5d6-ce8fdd5cf931
290,Manchester Supercenter,2518 Hillsboro Blvd,Manchester,TN,35.452676,-86.047354,6a8fe481-c2db-408a-b241-cddc26475005
291,Crowley Supercenter,729 Odd Fellows Rd,Crowley,LA,30.233198,-92.36465,ddcac5a5-f209-47db-8761-9cdc53885755
292,Jacksonville Supercenter,1625 Pelham Rd S,Jacksonville,AL,33.78822,-85.765028,fd02a843-0c63-4b08-b0fa-b78ba3ca1539
293,Franklin Store,200 Northwest Blvd,Franklin,LA,29.814155,-91.51306,4d46c094-6478-4cee-81ee-39f31bc6c15a
294,High Ridge Supercenter,2700 Ridge Point Dr,High Ridge,MO,38.462144,-90.521836,faabdc3d-6ae2-4813-9178-82c1b14ff9f3
295,Fayetteville Supercenter,1224 Huntsville Hwy,Fayetteville,TN,35.136734,-86.564496,3c2e5ce8-87c6-4641-a34c-c69b3e8f2fd8
296,Ville Platte Supercenter,891 E Lasalle St,Ville Platte,LA,30.687254,-92.260969,b6650c62-3b4a-470b-a7b0-02dfd55d7411
297,Vandalia Supercenter,201 No. Mattes Avenu,Vandalia,IL,38.966414,-89.135519,06ad3510-8dc2-4e77-8e83-98616e5c6c84
298,Arkadelphia Supercenter,109 Wp Malone Dr,Arkadelphia,AR,34.119797,-93.096488,0521030c-82f6-4409-b494-18decc430ec7
299,Raymore Supercenter,2015 W Foxwood Dr,Raymore,MO,38.809975,-94.495531,10306a0d-2ace-4866-9cda-70079a85c9fe
300,Attalla Supercenter,973 Gilbert Ferry Rd Se,Attalla,AL,33.993612,-86.093629,54b5f98a-8ae9-46ae-8727-1dd134d4f926
301,Marlin Store,600 S State Highway 6,Marlin,TX,31.304425,-96.876786,1fad2329-a906-4432-8323-ab06481c5d00
302,Oneonta Supercenter,2453 2nd Ave E,Oneonta,AL,33.971218,-86.446599,c5a942f4-e0d2-4fa9-aec1-d3a6d59feb42
303,Bryan Supercenter,2200 Briarcrest Dr,Bryan,TX,30.6574,-96.330396,6f440924-42f2-467f-945c-adc64ea9d3d4
304,Mansfield Supercenter,7292 Hwy #509,Mansfield,LA,32.052932,-93.68175,7e9b6512-916e-4dd6-b72f-e459392c7135
305,Brenham Supercenter,203 Us Loop 290 West,Brenham,TX,30.139992,-96.393143,dbdd2761-55bc-42c8-a273-2a2bf334840b
306,Higginsville Store,1180 W 19th St,Higginsville,MO,39.077943,-93.736752,c974c399-6140-4655-9d82-76f0ce37f193
307,Bristow Supercenter,105 W Highway 16,Bristow,OK,35.844007,-96.394808,25e03c3a-0ade-48f5-a1fe-7e35d5f55905
308,Richmond Supercenter,908 Walton Way,Richmond,MO,39.263479,-93.963432,fc74d212-2dad-4bce-964c-14f6331bedc7
309,Jay Store,1107 S Main St,Jay,OK,36.419232,-94.806089,94ec38d5-53a1-4a27-b6ad-93eb6391cd3f
310,Waterloo Supercenter,961 N Market St,Waterloo,IL,38.358741,-90.157744,f77cba65-6d9f-4d08-a385-64d894641376
311,Anniston Supercenter,5560 Mcclellan Blvd,Anniston,AL,33.720093,-85.820134,dfd5cd9d-1dee-4cd9-a77c-32da6de3e847
312,Huntsville Supercenter,6140a Univ Drive,Huntsville,AL,34.747008,-86.675822,7fcfb12a-1f49-4de9-87ab-f573f9e61c94
313,Victoria Supercenter,9002 N Navarro St,Victoria,TX,28.877997,-96.993928,90ba8f78-cee1-4945-b757-049c520861ff
314,Jackson Supercenter,2196 Emporium Dr,Jackson,TN,35.668347,-88.851516,20c22fa1-bf41-4105-891a-c4e66958498f
315,Sulphur Supercenter,525 N Cities Service Hwy,Sulphur,LA,30.233061,-93.328042,fdf8cf4f-a164-4989-a0cb-d5a120e253e7
316,Beaver Dam Supercenter,1701 N Main St,Beaver Dam,KY,37.429567,-86.880124,b3a84292-9efc-4266-9254-6118c319d7e8
317,Carlinville Supercenter,18600 Shipman Blackt,Carlinville,IL,39.267994,-89.894417,7a83ab7f-ad5e-471a-be53-45b9578c91c6
318,Sheridan Supercenter,1308 S Rock St,Sheridan,AR,34.291348,-92.397163,3fa68ee9-0320-44c8-99ed-5281833d33f7
319,Lamar Supercenter,29 Sw 1st Ln,Lamar,MO,37.497069,-94.302316,63c80b17-13fd-49bc-bf45-ab466ee65965
320,Fredericktown Supercenter,1025 Walton Dr,Fredericktown,MO,37.5589096,-90.3197291,2dddf240-6f74-4cac-9c6c-1b0a2bbaae7d
321,Checotah Supercenter,131 Paul Carr Dr,Checotah,OK,35.470025,-95.534337,a9668931-ccb3-4dae-9313-9500fb96715b
322,Fordyce Store,1123 Highway 79 167 Byp,Fordyce,AR,33.820498,-92.435566,42f23865-79b4-45d7-a396-229c46a821cd
323,Marysville Supercenter,1174 Pony Express Hwy,Marysville,KS,39.843391,-96.605108,38e3dac1-f51c-4f1f-9b84-62295fde1a11
324,Hiawatha Supercenter,701 Hopi St,Hiawatha,KS,39.846387,-95.560036,a12a61e3-c1ff-40a8-b632-4192dc3fbf9b
325,Palestine Supercenter,2223 S Loop 256,Palestine,TX,31.736555,-95.616596,17772a68-8a46-4048-b91a-3a998a0eb835
326,Monticello Supercenter,427 Highway 425 N,Monticello,AR,33.63588,-91.80475,3f535419-ef25-4ea6-adc7-eba2b6c36e1c
327,Augusta Supercenter,719 W 7th Ave,Augusta,KS,37.677977,-96.987658,5565c5f6-3991-4d66-8077-e5d65e7019ae
328,York Supercenter,101 E David Dr,York,NE,40.82787,-97.593326,970fcc6c-78e5-41b9-9955-08a5c5b8fb7e
329,Indianola Supercenter,633 Highway 82 W,Indianola,MS,33.459493,-90.663215,0fd6a79e-9bfc-4555-8a9d-3f381acf5efb
330,El Campo Supercenter,3413 West Loop,El Campo,TX,29.216807,-96.292641,af4e6005-a7ce-4db2-8536-25e610b5d94c
331,Taylorville Supercenter,1530 W Springfield Rd,Taylorville,IL,39.569337,-89.314967,4c01a8f7-0975-409a-9669-f6fd81939d05
332,Tomball Supercenter,25800 Kuykendahl Rd,Tomball,TX,30.134346,-95.550647,1c87669f-841c-452b-a688-e7f6661a7f1a
333,Chester Store,Hwy 150/2206 State S,Chester,IL,37.925334,-89.804487,e271235a-8385-49b1-86fe-d4b781c3f5df
334,Graham Supercenter,2121 State Highway 16 S,Graham,TX,33.082267,-98.58074,f4e0b306-7bba-467f-9e98-4d57058c80bd
335,Owensville Supercenter,1888 Highway 28,Owensville,MO,38.3531394,-91.4818482,330b4ddd-4889-4bfc-8ab0-d0b897cc5c90
336,Opelika Supercenter,2900 Pepperell Pkwy,Opelika,AL,32.637874,-85.421882,99ba61ea-0c63-4656-8bdf-76a5e1208af4
337,Versailles Supercenter,1003 W Newton St,Versailles,MO,38.4342477,-92.8588751,2445bc8e-5939-4a8e-8756-9af9359efccd
338,Auburn Supercenter,1717 S College St,Auburn,AL,32.570858,-85.49657,02320431-a93e-4b5a-a3ac-ca6c93b916c5
339,Alma Supercenter,367 W Cherry St,Alma,AR,35.479083,-94.22879,d2bd2de9-c30d-4e19-8a18-64cade264f28
340,Collinsville Supercenter,1040 Collinsville Crossing Blvd,Collinsville,IL,38.674715,-90.017291,ccca783b-84ce-4325-84d1-634b5be3d9f6
341,Fayetteville Supercenter,3919 No. Mall Ave,Fayetteville,AR,36.122616,-94.15276,8760e08d-3c55-480b-b2ac-acfb8c253d13
342,Winfield Supercenter,2575 Us Highway 43,Winfield,AL,33.9352,-87.840615,0c4f86f0-9e4b-49b7-985e-f318fa25d82d
343,Marshall Supercenter,855 Cherokee Dr,Marshall,MO,39.111569,-93.216447,10a651ba-cf76-4208-839c-2c223e36b730
344,Cushing Supercenter,3100 E Main St,Cushing,OK,35.987433,-96.721249,c8bba51e-4438-47dc-8959-5ab77edf5893
345,Madisonville Supercenter,4525 Highway 411,Madisonville,TN,35.512288,-84.360078,fce95c64-2dae-4b89-ae2d-e0352bc268e4
346,Pearl Supercenter,5520 Highway 80 E,Pearl,MS,32.286656,-90.046349,e35d0c46-b41e-49f5-bb8e-47e99c77eb21
347,Center Supercenter,765 Hurst Street,Center,TX,31.80172,-94.194186,fcd9f753-7ab4-4417-a736-535df7161e35
348,Parsons Supercenter,3201 No 16th St,Parsons,KS,37.372299,-95.25583,061137fd-70e8-46ee-ab2b-58a8bc02337b
349,Dodge City Supercenter,1905 N 14th Ave,Dodge City,KS,37.768588,-100.035792,30cd7efc-65d3-4687-a473-1faf0732ebf8
350,Winfield Supercenter,2202 Pike Rd,Winfield,KS,37.22725,-96.992729,1fcd18a4-611f-4f82-b658-b306e6e23639
351,Granbury Supercenter,735 E Highway 377,Granbury,TX,32.432088,-97.780249,195f7dd7-fb98-404d-9042-1b8f08e3bbf1
352,Wellington Supercenter,2022 E 16th St,Wellington,KS,37.273436,-97.373226,103e5ae0-a181-4537-ba03-21905127b75a
353,Coweta Supercenter,11207 S State Highway 51,Coweta,OK,36.001683,-95.677254,d2e347ec-a91e-4694-b403-fd99394e5520
354,Huntsville Supercenter,157 Gary Hatfield Way,Huntsville,AR,36.1128042,-93.7159682,21bb4af1-dc07-49c0-b5d1-c90e74e2dd71
355,Bossier City Supercenter,2536 Airline Dr,Bossier City,LA,32.548268,-93.706324,1bfab1f8-6605-4224-8beb-00ccb7b1f8c4
356,Sumter Neighborhood Market,343 Pinewood Rd,Sumter,SC,33.906164,-80.378092,42a6528c-80a8-47be-8a4f-138e5eb9765d
357,Huntsville Supercenter,3031 Memorial Pkwy Sw,Huntsville,AL,34.7030172,-86.5853922,815c6d6b-9e3c-48f7-b5fb-92277ce8d12d
358,Holton Supercenter,427 S Arizona Ave,Holton,KS,39.460818,-95.751037,d07b572d-bd80-4139-b483-7a672a9ae9ee
359,Ozark Supercenter,2004 W Marler Ln,Ozark,MO,37.001223,-93.22794,29a54904-86ba-473a-aaea-93c9daa5f423
360,Silsbee Supercenter,1100 Us Highway 96 N,Silsbee,TX,30.340472,-94.146959,c9fe886d-c82e-42dc-a0e7-78a8ac15a518
361,Ottawa Supercenter,2101 S Princeton St,Ottawa,KS,38.581196,-95.264337,4193aad3-e274-4746-9f13-a083db9265c2
362,Lumberton Supercenter,100 No. Lhs Drive,Lumberton,TX,30.258479,-94.216602,d3d11829-6202-4350-99b1-c365f9314a5c
363,Chandler Supercenter,3100 E 1st St,Chandler,OK,35.711749,-96.842036,a74971b9-1d3d-4b20-bca5-d647108ffbbd
364,Cuero Store,1202 E Broadway St,Cuero,TX,29.089432,-97.271237,1b86d084-da10-4419-b4ab-0c81ad570a55
365,Jennings Supercenter,303 E Interstate Dr,Jennings,LA,30.244584,-92.659001,ce2c37ba-f929-4c83-9993-b2fdbfc46506
366,Copperas Cove Supercenter,2720 E Highway 190,Copperas Cove,TX,31.118184,-97.870857,e1493970-e686-4605-9b22-75ce6c68da08
367,Fort Smith Supercenter,2100 No. 62nd St.,Fort Smith,AR,35.399753,-94.363077,20b3bc82-6aea-467d-ace4-3c952a6ce612
368,Waverly Supercenter,275 Walton Dr,Waverly,TN,36.084335,-87.832573,652ac6b8-c466-4de5-9f43-26d4cdbfb5b1
369,Weatherford Supercenter,1349 E Eagle Rd,Weatherford,OK,35.524104,-98.690842,00e8ef0b-abb6-4aef-97b5-cde3f10b1e07
370,Jackson Supercenter,2171 S Highland Ave,Jackson,TN,35.551073,-88.810955,79c37da2-fce4-4da5-9597-c665be4d46b9
371,Tupelo Supercenter,2270 W Main St,Tupelo,MS,34.258167,-88.741172,17f9a3f3-b922-4ede-ae37-652e9d22f75b
372,Edmond Supercenter,1225 W I-35 Frontage,Edmond,OK,35.640173,-97.429241,a62a3ef8-fd45-4a22-ab03-98e312cae7de
373,Anderson Supercenter,3812 Liberty Hwy,Anderson,SC,34.554437,-82.6786822,4f9fe65f-c764-4438-8498-9f2f41e63c11
374,Moulton Supercenter,15445 Highway 24,Moulton,AL,34.4955794,-87.2769413,da3d54ae-2069-408a-8a20-49c7d118122e
375,Mission Supercenter,2410 E Expressway 83,Mission,TX,26.193521,-98.2869487,c8b9a1fe-b3d4-4e98-a26d-152e70bc4164
376,Longview Supercenter,515 E Loop 281,Longview,TX,32.542098,-94.727504,bd4c25a0-5d1f-45e9-b205-febb7b5e0478
377,Mcallen Supercenter,1200 E Jackson Ave,Mcallen,TX,26.188376,-98.209872,a3718f02-c04e-48f2-b830-b91e742fdd9d
378,Longview Supercenter,2440 Gilmer Rd,Longview,TX,32.531894,-94.78483,c8b07aa6-c971-431f-ac0e-0d2291637195
379,Conroe Supercenter,1407 N Loop 336 W,Conroe,TX,30.331402,-95.479103,30ebdceb-e558-426e-a7dc-2a264ef7beec
380,Plaquemine Supercenter,59690 Belleview Dr,Plaquemine,LA,30.263844,-91.254829,cb55dac1-87fa-4490-9fd4-94f19c0567da
381,Russellville Supercenter,13675 Highway 43,Russellville,AL,34.495318,-87.728925,d1b26f2f-91cf-4ec4-929f-a97295c0aa9f
382,Leesville Supercenter,2204 S 5th St,Leesville,LA,31.118636,-93.274624,a2d456cd-4197-46d3-b433-bd4edc2899bf
383,San Marcos Supercenter,1015 Highway 80,San Marcos,TX,29.8834396,-97.9121923,c210fa8d-72fd-4d32-9ccf-1ad0a96e5a2d
384,Smyrna Supercenter,570 Enon Springs Rd E,Smyrna,TN,35.970935,-86.495862,818c70d8-f27d-4283-ac2e-d0c270b86c56
385,Killeen Supercenter,1400 Lowes Blvd,Killeen,TX,31.089533,-97.729372,d7fcae74-817c-41bb-a343-dcea544b01a7
386,Haleyville Supercenter,42466 Highway 195,Haleyville,AL,34.2405233,-87.5987915,e093fa31-0fc9-4e6b-bb2f-e23f8590b91f
387,Breaux Bridge Supercenter,1932 Rees St,Breaux Bridge,LA,30.293263,-91.910347,a28bbcbe-5f19-4c82-a42a-5e757ab35506
388,Murray Supercenter,809 N 12th St,Murray,KY,36.627014,-88.317878,0a90b1d7-9a98-42e0-a644-29880b029d80
389,Port Arthur Supercenter,8585 Memorial Blvd,Port Arthur,TX,29.942076,-93.9937,0775a201-7599-4a49-9982-a16d594fcfb4
390,Houston Store,660 E Madison St,Houston,MS,33.894702,-88.989563,64518acf-7b0d-4041-b95d-6aff010d76b2
391,Port Isabel Supercenter,1401 State Highway 100,Port Isabel,TX,26.068984,-97.222507,240dc068-3ad1-412a-9dbd-3156f3bacb98
392,Wichita Falls Supercenter,5131 Greenbriar Rd,Wichita Falls,TX,33.850603,-98.501632,6c63f483-7414-4c5c-90e6-c0c918b5e4f9
393,Athens Supercenter,1405 E Tyler St,Athens,TX,32.210394,-95.832943,f1518864-6087-437e-a584-a426a10bd69d
394,Broussard Supercenter,123 Saint Nazaire Rd,Broussard,LA,30.144151,-91.943449,48401488-8bd8-4c30-93d7-75fb55aefa64
395,Murfreesboro Supercenter,140 Joe B Jackson Parkway,Murfreesboro,TN,35.775172,-86.399845,acfb589d-ea53-4b49-bec4-a5185c0a129a
396,Fairbury Supercenter,2831 Highway 15,Fairbury,NE,40.162702,-97.175372,58758a1a-0c0b-474d-81ab-efa46f4d1d4d
397,Wichita Falls Supercenter,2700 Central Fwy,Wichita Falls,TX,33.951021,-98.529274,42e6007e-246f-4fe2-9bd0-3138d6df7015
